pokemon,lvl,move,type,power,accuracy,crit
Hoothoot,,Hidden Power,Normal,60.0,1.0,False
Hoothoot,,Return,Normal,102.0,1.0,False
Hoothoot,,Psychic,Psychic,90.0,1.0,False
Hoothoot,,Shadow Ball,Ghost,80.0,1.0,False
Hoothoot,,Aerial Ace,Flying,60.0,1.0,False
Hoothoot,,Facade,Normal,70.0,1.0,False
Hoothoot,,Secret Power,Normal,70.0,1.0,False
Hoothoot,,Thief,Dark,40.0,1.0,False
Hoothoot,,Steel Wing,Steel,70.0,0.9,False
Noctowl,1.0,Peck,Flying,35.0,1.0,False
Noctowl,1.0,Tackle,Normal,35.0,0.95,False
Noctowl,41.0,Confusion,Psychic,50.0,1.0,False
Noctowl,,Fly,Flying,70.0,0.95,False
Noctowl,,Hidden Power,Normal,60.0,1.0,False
Noctowl,,Hyper Beam,Normal,75.0,0.9,False
Noctowl,,Return,Normal,102.0,1.0,False
Noctowl,,Psychic,Psychic,90.0,1.0,False
Noctowl,,Shadow Ball,Ghost,80.0,1.0,False
Noctowl,,Aerial Ace,Flying,60.0,1.0,False
Noctowl,,Facade,Normal,70.0,1.0,False
Noctowl,,Secret Power,Normal,70.0,1.0,False
Noctowl,,Thief,Dark,40.0,1.0,False
Noctowl,,Steel Wing,Steel,70.0,0.9,False
Ledyba,1.0,Tackle,Normal,35.0,0.95,False
Ledyba,15.0,Comet Punch,Normal,54.0,0.85,False
Ledyba,36.0,Swift,Normal,60.0,1.0,False
Ledyba,,Hidden Power,Normal,60.0,1.0,False
Ledyba,,Giga Drain,Grass,60.0,1.0,False
Ledyba,,Return,Normal,102.0,1.0,False
Ledyba,,Dig,Ground,60.0,1.0,False
Ledyba,,Brick Break,Fighting,75.0,1.0,False
Ledyba,,Aerial Ace,Flying,60.0,1.0,False
Ledyba,,Facade,Normal,70.0,1.0,False
Ledyba,,Secret Power,Normal,70.0,1.0,False
Ledyba,,Thief,Dark,40.0,1.0,False
Ledian,1.0,Tackle,Normal,35.0,0.95,False
Ledian,15.0,Comet Punch,Normal,54.0,0.85,False
Ledian,42.0,Swift,Normal,60.0,1.0,False
Ledian,,Hidden Power,Normal,60.0,1.0,False
Ledian,,Hyper Beam,Normal,75.0,0.9,False
Ledian,,Giga Drain,Grass,60.0,1.0,False
Ledian,,Return,Normal,102.0,1.0,False
Ledian,,Dig,Ground,60.0,1.0,False
Ledian,,Brick Break,Fighting,75.0,1.0,False
Ledian,,Aerial Ace,Flying,60.0,1.0,False
Ledian,,Facade,Normal,70.0,1.0,False
Ledian,,Secret Power,Normal,70.0,1.0,False
Ledian,,Thief,Dark,40.0,1.0,False
Spinarak,1.0,Poison Sting,Poison,15.0,1.0,False
Spinarak,11.0,Constrict,Normal,10.0,1.0,False
Spinarak,23.0,Leech Life,Bug,20.0,1.0,False
Spinarak,30.0,Fury Swipes,Normal,54.0,0.8,False
Spinarak,53.0,Psychic,Psychic,90.0,1.0,False
Spinarak,,Hidden Power,Normal,60.0,1.0,False
Spinarak,,Giga Drain,Grass,60.0,1.0,False
Spinarak,,Return,Normal,102.0,1.0,False
Spinarak,,Dig,Ground,60.0,1.0,False
Spinarak,,Sludge Bomb,Poison,90.0,1.0,False
Spinarak,,Facade,Normal,70.0,1.0,False
Spinarak,,Secret Power,Normal,70.0,1.0,False
Spinarak,,Thief,Dark,40.0,1.0,False
Ariados,1.0,Constrict,Normal,10.0,1.0,False
Ariados,1.0,Poison Sting,Poison,15.0,1.0,False
Ariados,25.0,Leech Life,Bug,20.0,1.0,False
Ariados,34.0,Fury Swipes,Normal,54.0,0.8,False
Ariados,63.0,Psychic,Psychic,90.0,1.0,False
Ariados,,Hidden Power,Normal,60.0,1.0,False
Ariados,,Hyper Beam,Normal,75.0,0.9,False
Ariados,,Giga Drain,Grass,60.0,1.0,False
Ariados,,Return,Normal,102.0,1.0,False
Ariados,,Dig,Ground,60.0,1.0,False
Ariados,,Sludge Bomb,Poison,90.0,1.0,False
Ariados,,Facade,Normal,70.0,1.0,False
Ariados,,Secret Power,Normal,70.0,1.0,False
Ariados,,Thief,Dark,40.0,1.0,False
Chinchou,1.0,Bubble,Water,20.0,1.0,False
Chinchou,17.0,Water Gun,Water,40.0,1.0,False
Chinchou,25.0,Spark,Electric,65.0,1.0,False
Chinchou,41.0,Hydro Pump,Water,120.0,0.8,False
Chinchou,,Surf,Water,95.0,1.0,False
Chinchou,,Waterfall,Water,80.0,1.0,False
Chinchou,,Dive,Water,60.0,1.0,False
Chinchou,,Water Pulse,Water,60.0,1.0,False
Chinchou,,Hidden Power,Normal,60.0,1.0,False
Chinchou,,Ice Beam,Ice,95.0,1.0,False
Chinchou,,Blizzard,Ice,120.0,0.7,False
Chinchou,,Thunderbolt,Electric,95.0,1.0,False
Chinchou,,Thunder,Electric,120.0,0.7,False
Chinchou,,Return,Normal,102.0,1.0,False
Chinchou,,Shock Wave,Electric,60.0,1.0,False
Chinchou,,Facade,Normal,70.0,1.0,False
Chinchou,,Secret Power,Normal,70.0,1.0,False
Lanturn,1.0,Bubble,Water,20.0,1.0,False
Lanturn,17.0,Water Gun,Water,40.0,1.0,False
Lanturn,25.0,Spark,Electric,65.0,1.0,False
Lanturn,50.0,Hydro Pump,Water,120.0,0.8,False
Lanturn,,Surf,Water,95.0,1.0,False
Lanturn,,Waterfall,Water,80.0,1.0,False
Lanturn,,Dive,Water,60.0,1.0,False
Lanturn,,Water Pulse,Water,60.0,1.0,False
Lanturn,,Hidden Power,Normal,60.0,1.0,False
Lanturn,,Ice Beam,Ice,95.0,1.0,False
Lanturn,,Blizzard,Ice,120.0,0.7,False
Lanturn,,Hyper Beam,Normal,75.0,0.9,False
Lanturn,,Thunderbolt,Electric,95.0,1.0,False
Lanturn,,Thunder,Electric,120.0,0.7,False
Lanturn,,Return,Normal,102.0,1.0,False
Lanturn,,Shock Wave,Electric,60.0,1.0,False
Lanturn,,Facade,Normal,70.0,1.0,False
Lanturn,,Secret Power,Normal,70.0,1.0,False
Togepi,,Rock Smash,Fighting,20.0,1.0,False
Togepi,,Water Pulse,Water,60.0,1.0,False
Togepi,,Hidden Power,Normal,60.0,1.0,False
Togepi,,Return,Normal,102.0,1.0,False
Togepi,,Psychic,Psychic,90.0,1.0,False
Togepi,,Shadow Ball,Ghost,80.0,1.0,False
Togepi,,Shock Wave,Electric,60.0,1.0,False
Togepi,,Flamethrower,Fire,95.0,1.0,False
Togepi,,Fire Blast,Fire,120.0,0.85,False
Togepi,,Facade,Normal,70.0,1.0,False
Togepi,,Secret Power,Normal,70.0,1.0,False
Togepi,21.0,AncientPower,Rock,60.0,1.0,False
Togetic,,Fly,Flying,70.0,0.95,False
Togetic,,Rock Smash,Fighting,20.0,1.0,False
Togetic,,Water Pulse,Water,60.0,1.0,False
Togetic,,Hidden Power,Normal,60.0,1.0,False
Togetic,,Hyper Beam,Normal,75.0,0.9,False
Togetic,,Return,Normal,102.0,1.0,False
Togetic,,Psychic,Psychic,90.0,1.0,False
Togetic,,Shadow Ball,Ghost,80.0,1.0,False
Togetic,,Brick Break,Fighting,75.0,1.0,False
Togetic,,Shock Wave,Electric,60.0,1.0,False
Togetic,,Flamethrower,Fire,95.0,1.0,False
Togetic,,Fire Blast,Fire,120.0,0.85,False
Togetic,,Aerial Ace,Flying,60.0,1.0,False
Togetic,,Facade,Normal,70.0,1.0,False
Togetic,,Secret Power,Normal,70.0,1.0,False
Togetic,,Steel Wing,Steel,70.0,0.9,False
Togetic,1.0,Magical Leaf,Grass,60.0,1.0,False
Togetic,21.0,AncientPower,Rock,60.0,1.0,False
Natu,1.0,Peck,Flying,35.0,1.0,False
Natu,30.0,Future Sight,Psychic,80.0,0.9,False
Natu,50.0,Psychic,Psychic,90.0,1.0,False
Natu,,Hidden Power,Normal,60.0,1.0,False
Natu,,Giga Drain,Grass,60.0,1.0,False
Natu,,Return,Normal,102.0,1.0,False
Natu,,Shadow Ball,Ghost,80.0,1.0,False
Natu,,Aerial Ace,Flying,60.0,1.0,False
Natu,,Facade,Normal,70.0,1.0,False
Natu,,Secret Power,Normal,70.0,1.0,False
Natu,,Thief,Dark,40.0,1.0,False
Natu,,Steel Wing,Steel,70.0,0.9,False
Xatu,1.0,Peck,Flying,35.0,1.0,False
Xatu,35.0,Future Sight,Psychic,80.0,0.9,False
Xatu,65.0,Psychic,Psychic,90.0,1.0,False
Xatu,,Fly,Flying,70.0,0.95,False
Xatu,,Hidden Power,Normal,60.0,1.0,False
Xatu,,Hyper Beam,Normal,75.0,0.9,False
Xatu,,Giga Drain,Grass,60.0,1.0,False
Xatu,,Return,Normal,102.0,1.0,False
Xatu,,Shadow Ball,Ghost,80.0,1.0,False
Xatu,,Aerial Ace,Flying,60.0,1.0,False
Xatu,,Facade,Normal,70.0,1.0,False
Xatu,,Secret Power,Normal,70.0,1.0,False
Xatu,,Thief,Dark,40.0,1.0,False
Xatu,,Steel Wing,Steel,70.0,0.9,False
Mareep,1.0,Tackle,Normal,35.0,0.95,False
Mareep,9.0,ThunderShock,Electric,40.0,1.0,False
Mareep,37.0,Thunder,Electric,120.0,0.7,False
Mareep,,Hidden Power,Normal,60.0,1.0,False
Mareep,,Iron Tail,Steel,100.0,0.75,False
Mareep,,Thunderbolt,Electric,95.0,1.0,False
Mareep,,Return,Normal,102.0,1.0,False
Mareep,,Shock Wave,Electric,60.0,1.0,False
Mareep,,Facade,Normal,70.0,1.0,False
Mareep,,Secret Power,Normal,70.0,1.0,False
Flaaffy,1.0,Tackle,Normal,35.0,0.95,False
Flaaffy,1.0,ThunderShock,Electric,40.0,1.0,False
Flaaffy,45.0,Thunder,Electric,120.0,0.7,False
Flaaffy,,Strength,Normal,80.0,1.0,False
Flaaffy,,Rock Smash,Fighting,20.0,1.0,False
Flaaffy,,Hidden Power,Normal,60.0,1.0,False
Flaaffy,,Iron Tail,Steel,100.0,0.75,False
Flaaffy,,Thunderbolt,Electric,95.0,1.0,False
Flaaffy,,Return,Normal,102.0,1.0,False
Flaaffy,,Brick Break,Fighting,75.0,1.0,False
Flaaffy,,Shock Wave,Electric,60.0,1.0,False
Flaaffy,,Facade,Normal,70.0,1.0,False
Flaaffy,,Secret Power,Normal,70.0,1.0,False
Ampharos,1.0,Tackle,Normal,35.0,0.95,False
Ampharos,1.0,ThunderShock,Electric,40.0,1.0,False
Ampharos,30.0,ThunderPunch,Electric,75.0,1.0,False
Ampharos,57.0,Thunder,Electric,120.0,0.7,False
Ampharos,,Strength,Normal,80.0,1.0,False
Ampharos,,Rock Smash,Fighting,20.0,1.0,False
Ampharos,,Hidden Power,Normal,60.0,1.0,False
Ampharos,,Hyper Beam,Normal,75.0,0.9,False
Ampharos,,Iron Tail,Steel,100.0,0.75,False
Ampharos,,Thunderbolt,Electric,95.0,1.0,False
Ampharos,,Return,Normal,102.0,1.0,False
Ampharos,,Brick Break,Fighting,75.0,1.0,False
Ampharos,,Shock Wave,Electric,60.0,1.0,False
Ampharos,,Facade,Normal,70.0,1.0,False
Ampharos,,Secret Power,Normal,70.0,1.0,False
Oddish,1.0,Absorb,Grass,20.0,1.0,False
Oddish,23.0,Acid,Poison,40.0,1.0,False
Oddish,39.0,Petal Dance,Grass,70.0,1.0,False
Oddish,,Cut,Normal,50.0,0.95,False
Oddish,,Bullet Seed,Grass,30.0,1.0,False
Oddish,,Hidden Power,Normal,60.0,1.0,False
Oddish,,Giga Drain,Grass,60.0,1.0,False
Oddish,,Return,Normal,102.0,1.0,False
Oddish,,Sludge Bomb,Poison,90.0,1.0,False
Oddish,,Facade,Normal,70.0,1.0,False
Oddish,,Secret Power,Normal,70.0,1.0,False
Gloom,1.0,Absorb,Grass,20.0,1.0,False
Gloom,24.0,Acid,Poison,40.0,1.0,False
Gloom,44.0,Petal Dance,Grass,70.0,1.0,False
Gloom,,Cut,Normal,50.0,0.95,False
Gloom,,Bullet Seed,Grass,30.0,1.0,False
Gloom,,Hidden Power,Normal,60.0,1.0,False
Gloom,,Giga Drain,Grass,60.0,1.0,False
Gloom,,Return,Normal,102.0,1.0,False
Gloom,,Sludge Bomb,Poison,90.0,1.0,False
Gloom,,Facade,Normal,70.0,1.0,False
Gloom,,Secret Power,Normal,70.0,1.0,False
Bellossom,1.0,Absorb,Grass,20.0,1.0,False
Bellossom,1.0,Magical Leaf,Grass,60.0,1.0,False
Bellossom,44.0,Petal Dance,Grass,70.0,1.0,False
Bellossom,,Cut,Normal,50.0,0.95,False
Bellossom,,Bullet Seed,Grass,30.0,1.0,False
Bellossom,,Hidden Power,Normal,60.0,1.0,False
Bellossom,,Hyper Beam,Normal,75.0,0.9,False
Bellossom,,Giga Drain,Grass,60.0,1.0,False
Bellossom,,Return,Normal,102.0,1.0,False
Bellossom,,Sludge Bomb,Poison,90.0,1.0,False
Bellossom,,Facade,Normal,70.0,1.0,False
Bellossom,,Secret Power,Normal,70.0,1.0,False
Marill,1.0,Tackle,Normal,35.0,0.95,False
Marill,10.0,Water Gun,Water,40.0,1.0,False
Marill,15.0,Rollout,Rock,30.0,0.9,False
Marill,21.0,BubbleBeam,Water,65.0,1.0,False
Marill,45.0,Hydro Pump,Water,120.0,0.8,False
Marill,,Surf,Water,95.0,1.0,False
Marill,,Strength,Normal,80.0,1.0,False
Marill,,Rock Smash,Fighting,20.0,1.0,False
Marill,,Waterfall,Water,80.0,1.0,False
Marill,,Dive,Water,60.0,1.0,False
Marill,,Water Pulse,Water,60.0,1.0,False
Marill,,Hidden Power,Normal,60.0,1.0,False
Marill,,Ice Beam,Ice,95.0,1.0,False
Marill,,Blizzard,Ice,120.0,0.7,False
Marill,,Iron Tail,Steel,100.0,0.75,False
Marill,,Return,Normal,102.0,1.0,False
Marill,,Dig,Ground,60.0,1.0,False
Marill,,Brick Break,Fighting,75.0,1.0,False
Marill,,Facade,Normal,70.0,1.0,False
Marill,,Secret Power,Normal,70.0,1.0,False
Azumarill,1.0,Tackle,Normal,35.0,0.95,False
Azumarill,1.0,Water Gun,Water,40.0,1.0,False
Azumarill,15.0,Rollout,Rock,30.0,0.9,False
Azumarill,24.0,BubbleBeam,Water,65.0,1.0,False
Azumarill,57.0,Hydro Pump,Water,120.0,0.8,False
Azumarill,,Surf,Water,95.0,1.0,False
Azumarill,,Strength,Normal,80.0,1.0,False
Azumarill,,Rock Smash,Fighting,20.0,1.0,False
Azumarill,,Waterfall,Water,80.0,1.0,False
Azumarill,,Dive,Water,60.0,1.0,False
Azumarill,,Water Pulse,Water,60.0,1.0,False
Azumarill,,Hidden Power,Normal,60.0,1.0,False
Azumarill,,Ice Beam,Ice,95.0,1.0,False
Azumarill,,Blizzard,Ice,120.0,0.7,False
Azumarill,,Hyper Beam,Normal,75.0,0.9,False
Azumarill,,Iron Tail,Steel,100.0,0.75,False
Azumarill,,Return,Normal,102.0,1.0,False
Azumarill,,Dig,Ground,60.0,1.0,False
Azumarill,,Brick Break,Fighting,75.0,1.0,False
Azumarill,,Facade,Normal,70.0,1.0,False
Azumarill,,Secret Power,Normal,70.0,1.0,False
Sudowoodo,1.0,Rock Throw,Rock,50.0,0.9,False
Sudowoodo,25.0,Rock Slide,Rock,75.0,0.9,False
Sudowoodo,41.0,Faint Attack,Dark,60.0,1.0,False
Sudowoodo,49.0,Slam,Normal,80.0,0.75,False
Sudowoodo,,Strength,Normal,80.0,1.0,False
Sudowoodo,,Rock Smash,Fighting,20.0,1.0,False
Sudowoodo,,Hidden Power,Normal,60.0,1.0,False
Sudowoodo,,Earthquake,Ground,100.0,1.0,False
Sudowoodo,,Return,Normal,102.0,1.0,False
Sudowoodo,,Dig,Ground,60.0,1.0,False
Sudowoodo,,Brick Break,Fighting,75.0,1.0,False
Sudowoodo,,Rock Tomb,Rock,50.0,0.8,False
Sudowoodo,,Facade,Normal,70.0,1.0,False
Sudowoodo,,Secret Power,Normal,70.0,1.0,False
Sudowoodo,,Thief,Dark,40.0,1.0,False
Poliwag,1.0,Bubble,Water,20.0,1.0,False
Poliwag,13.0,Water Gun,Water,40.0,1.0,False
Poliwag,19.0,DoubleSlap,Normal,15.0,0.85,False
Poliwag,31.0,Body Slam,Normal,85.0,1.0,False
Poliwag,43.0,Hydro Pump,Water,120.0,0.8,False
Poliwag,,Surf,Water,95.0,1.0,False
Poliwag,,Waterfall,Water,80.0,1.0,False
Poliwag,,Dive,Water,60.0,1.0,False
Poliwag,,Water Pulse,Water,60.0,1.0,False
Poliwag,,Hidden Power,Normal,60.0,1.0,False
Poliwag,,Ice Beam,Ice,95.0,1.0,False
Poliwag,,Blizzard,Ice,120.0,0.7,False
Poliwag,,Return,Normal,102.0,1.0,False
Poliwag,,Dig,Ground,60.0,1.0,False
Poliwag,,Psychic,Psychic,90.0,1.0,False
Poliwag,,Facade,Normal,70.0,1.0,False
Poliwag,,Secret Power,Normal,70.0,1.0,False
Poliwag,,Thief,Dark,40.0,1.0,False
Poliwhirl,1.0,Bubble,Water,20.0,1.0,False
Poliwhirl,1.0,Water Gun,Water,40.0,1.0,False
Poliwhirl,19.0,DoubleSlap,Normal,15.0,0.85,False
Poliwhirl,35.0,Body Slam,Normal,85.0,1.0,False
Poliwhirl,51.0,Hydro Pump,Water,120.0,0.8,False
Poliwhirl,,Surf,Water,95.0,1.0,False
Poliwhirl,,Strength,Normal,80.0,1.0,False
Poliwhirl,,Rock Smash,Fighting,20.0,1.0,False
Poliwhirl,,Waterfall,Water,80.0,1.0,False
Poliwhirl,,Dive,Water,60.0,1.0,False
Poliwhirl,,Water Pulse,Water,60.0,1.0,False
Poliwhirl,,Hidden Power,Normal,60.0,1.0,False
Poliwhirl,,Ice Beam,Ice,95.0,1.0,False
Poliwhirl,,Blizzard,Ice,120.0,0.7,False
Poliwhirl,,Earthquake,Ground,100.0,1.0,False
Poliwhirl,,Return,Normal,102.0,1.0,False
Poliwhirl,,Dig,Ground,60.0,1.0,False
Poliwhirl,,Psychic,Psychic,90.0,1.0,False
Poliwhirl,,Brick Break,Fighting,75.0,1.0,False
Poliwhirl,,Facade,Normal,70.0,1.0,False
Poliwhirl,,Secret Power,Normal,70.0,1.0,False
Poliwhirl,,Thief,Dark,40.0,1.0,False
Politoed,1.0,DoubleSlap,Normal,15.0,0.85,False
Politoed,1.0,Water Gun,Water,40.0,1.0,False
Politoed,,Surf,Water,95.0,1.0,False
Politoed,,Strength,Normal,80.0,1.0,False
Politoed,,Rock Smash,Fighting,20.0,1.0,False
Politoed,,Waterfall,Water,80.0,1.0,False
Politoed,,Dive,Water,60.0,1.0,False
Politoed,,Water Pulse,Water,60.0,1.0,False
Politoed,,Hidden Power,Normal,60.0,1.0,False
Politoed,,Ice Beam,Ice,95.0,1.0,False
Politoed,,Blizzard,Ice,120.0,0.7,False
Politoed,,Hyper Beam,Normal,75.0,0.9,False
Politoed,,Earthquake,Ground,100.0,1.0,False
Politoed,,Return,Normal,102.0,1.0,False
Politoed,,Dig,Ground,60.0,1.0,False
Politoed,,Psychic,Psychic,90.0,1.0,False
Politoed,,Brick Break,Fighting,75.0,1.0,False
Politoed,,Facade,Normal,70.0,1.0,False
Politoed,,Secret Power,Normal,70.0,1.0,False
Politoed,,Thief,Dark,40.0,1.0,False
Hoppip,10.0,Tackle,Normal,35.0,0.95,False
Hoppip,30.0,Mega Drain,Grass,40.0,1.0,False
Hoppip,,Bullet Seed,Grass,30.0,1.0,False
Hoppip,,Hidden Power,Normal,60.0,1.0,False
Hoppip,,Giga Drain,Grass,60.0,1.0,False
Hoppip,,Return,Normal,102.0,1.0,False
Hoppip,,Aerial Ace,Flying,60.0,1.0,False
Hoppip,,Facade,Normal,70.0,1.0,False
Hoppip,,Secret Power,Normal,70.0,1.0,False
Skiploom,1.0,Tackle,Normal,35.0,0.95,False
Skiploom,36.0,Mega Drain,Grass,40.0,1.0,False
Skiploom,,Bullet Seed,Grass,30.0,1.0,False
Skiploom,,Hidden Power,Normal,60.0,1.0,False
Skiploom,,Giga Drain,Grass,60.0,1.0,False
Skiploom,,Return,Normal,102.0,1.0,False
Skiploom,,Aerial Ace,Flying,60.0,1.0,False
Skiploom,,Facade,Normal,70.0,1.0,False
Skiploom,,Secret Power,Normal,70.0,1.0,False
Jumpluff,1.0,Tackle,Normal,35.0,0.95,False
Jumpluff,44.0,Mega Drain,Grass,40.0,1.0,False
Jumpluff,,Bullet Seed,Grass,30.0,1.0,False
Jumpluff,,Hidden Power,Normal,60.0,1.0,False
Jumpluff,,Hyper Beam,Normal,75.0,0.9,False
Jumpluff,,Giga Drain,Grass,60.0,1.0,False
Jumpluff,,Return,Normal,102.0,1.0,False
Jumpluff,,Aerial Ace,Flying,60.0,1.0,False
Jumpluff,,Facade,Normal,70.0,1.0,False
Jumpluff,,Secret Power,Normal,70.0,1.0,False
Aipom,1.0,Scratch,Normal,40.0,1.0,False
Aipom,13.0,Astonish,Ghost,30.0,1.0,False
Aipom,31.0,Fury Swipes,Normal,54.0,0.8,False
Aipom,38.0,Swift,Normal,60.0,1.0,False
Aipom,,Cut,Normal,50.0,0.95,False
Aipom,,Strength,Normal,80.0,1.0,False
Aipom,,Rock Smash,Fighting,20.0,1.0,False
Aipom,,Water Pulse,Water,60.0,1.0,False
Aipom,,Hidden Power,Normal,60.0,1.0,False
Aipom,,Iron Tail,Steel,100.0,0.75,False
Aipom,,Thunderbolt,Electric,95.0,1.0,False
Aipom,,Thunder,Electric,120.0,0.7,False
Aipom,,Return,Normal,102.0,1.0,False
Aipom,,Dig,Ground,60.0,1.0,False
Aipom,,Shadow Ball,Ghost,80.0,1.0,False
Aipom,,Brick Break,Fighting,75.0,1.0,False
Aipom,,Shock Wave,Electric,60.0,1.0,False
Aipom,,Aerial Ace,Flying,60.0,1.0,False
Aipom,,Facade,Normal,70.0,1.0,False
Aipom,,Secret Power,Normal,70.0,1.0,False
Aipom,,Thief,Dark,40.0,1.0,False
Sunkern,1.0,Absorb,Grass,20.0,1.0,False
Sunkern,13.0,Mega Drain,Grass,40.0,1.0,False
Sunkern,42.0,Giga Drain,Grass,60.0,1.0,False
Sunkern,,Cut,Normal,50.0,0.95,False
Sunkern,,Bullet Seed,Grass,30.0,1.0,False
Sunkern,,Hidden Power,Normal,60.0,1.0,False
Sunkern,,Return,Normal,102.0,1.0,False
Sunkern,,Sludge Bomb,Poison,90.0,1.0,False
Sunkern,,Facade,Normal,70.0,1.0,False
Sunkern,,Secret Power,Normal,70.0,1.0,False
Sunflora,1.0,Absorb,Grass,20.0,1.0,False
Sunflora,1.0,Pound,Normal,40.0,1.0,False
Sunflora,13.0,Razor Leaf,Grass,55.0,0.95,True
Sunflora,25.0,Bullet Seed,Grass,30.0,1.0,False
Sunflora,37.0,Petal Dance,Grass,70.0,1.0,False
Sunflora,,Cut,Normal,50.0,0.95,False
Sunflora,,Hidden Power,Normal,60.0,1.0,False
Sunflora,,Hyper Beam,Normal,75.0,0.9,False
Sunflora,,Giga Drain,Grass,60.0,1.0,False
Sunflora,,Return,Normal,102.0,1.0,False
Sunflora,,Sludge Bomb,Poison,90.0,1.0,False
Sunflora,,Facade,Normal,70.0,1.0,False
Sunflora,,Secret Power,Normal,70.0,1.0,False
Yanma,1.0,Tackle,Normal,35.0,0.95,False
Yanma,7.0,Quick Attack,Normal,40.0,1.0,False
Yanma,37.0,Uproar,Normal,50.0,1.0,False
Yanma,43.0,Wing Attack,Flying,60.0,1.0,False
Yanma,,Hidden Power,Normal,60.0,1.0,False
Yanma,,Giga Drain,Grass,60.0,1.0,False
Yanma,,Return,Normal,102.0,1.0,False
Yanma,,Psychic,Psychic,90.0,1.0,False
Yanma,,Shadow Ball,Ghost,80.0,1.0,False
Yanma,,Aerial Ace,Flying,60.0,1.0,False
Yanma,,Facade,Normal,70.0,1.0,False
Yanma,,Secret Power,Normal,70.0,1.0,False
Yanma,,Thief,Dark,40.0,1.0,False
Yanma,,Steel Wing,Steel,70.0,0.9,False
Wooper,1.0,Water Gun,Water,40.0,1.0,False
Wooper,11.0,Slam,Normal,80.0,0.75,False
Wooper,16.0,Mud Shot,Ground,55.0,0.95,False
Wooper,36.0,Earthquake,Ground,100.0,1.0,False
Wooper,,Surf,Water,95.0,1.0,False
Wooper,,Rock Smash,Fighting,20.0,1.0,False
Wooper,,Waterfall,Water,80.0,1.0,False
Wooper,,Dive,Water,60.0,1.0,False
Wooper,,Water Pulse,Water,60.0,1.0,False
Wooper,,Hidden Power,Normal,60.0,1.0,False
Wooper,,Ice Beam,Ice,95.0,1.0,False
Wooper,,Blizzard,Ice,120.0,0.7,False
Wooper,,Iron Tail,Steel,100.0,0.75,False
Wooper,,Return,Normal,102.0,1.0,False
Wooper,,Dig,Ground,60.0,1.0,False
Wooper,,Sludge Bomb,Poison,90.0,1.0,False
Wooper,,Facade,Normal,70.0,1.0,False
Wooper,,Secret Power,Normal,70.0,1.0,False
Quagsire,1.0,Water Gun,Water,40.0,1.0,False
Quagsire,11.0,Slam,Normal,80.0,0.75,False
Quagsire,16.0,Mud Shot,Ground,55.0,0.95,False
Quagsire,42.0,Earthquake,Ground,100.0,1.0,False
Quagsire,,Surf,Water,95.0,1.0,False
Quagsire,,Strength,Normal,80.0,1.0,False
Quagsire,,Rock Smash,Fighting,20.0,1.0,False
Quagsire,,Waterfall,Water,80.0,1.0,False
Quagsire,,Dive,Water,60.0,1.0,False
Quagsire,,Water Pulse,Water,60.0,1.0,False
Quagsire,,Hidden Power,Normal,60.0,1.0,False
Quagsire,,Ice Beam,Ice,95.0,1.0,False
Quagsire,,Blizzard,Ice,120.0,0.7,False
Quagsire,,Hyper Beam,Normal,75.0,0.9,False
Quagsire,,Iron Tail,Steel,100.0,0.75,False
Quagsire,,Return,Normal,102.0,1.0,False
Quagsire,,Dig,Ground,60.0,1.0,False
Quagsire,,Brick Break,Fighting,75.0,1.0,False
Quagsire,,Sludge Bomb,Poison,90.0,1.0,False
Quagsire,,Rock Tomb,Rock,50.0,0.8,False
Quagsire,,Facade,Normal,70.0,1.0,False
Quagsire,,Secret Power,Normal,70.0,1.0,False
Eevee,1.0,Tackle,Normal,35.0,0.95,False
Eevee,23.0,Quick Attack,Normal,40.0,1.0,False
Eevee,30.0,Bite,Dark,60.0,1.0,False
Eevee,,Hidden Power,Normal,60.0,1.0,False
Eevee,,Iron Tail,Steel,100.0,0.75,False
Eevee,,Return,Normal,102.0,1.0,False
Eevee,,Dig,Ground,60.0,1.0,False
Eevee,,Shadow Ball,Ghost,80.0,1.0,False
Eevee,,Facade,Normal,70.0,1.0,False
Eevee,,Secret Power,Normal,70.0,1.0,False
Espeon,1.0,Tackle,Normal,35.0,0.95,False
Espeon,16.0,Confusion,Psychic,50.0,1.0,False
Espeon,23.0,Quick Attack,Normal,40.0,1.0,False
Espeon,30.0,Swift,Normal,60.0,1.0,False
Espeon,36.0,Psybeam,Psychic,65.0,1.0,False
Espeon,47.0,Psychic,Psychic,90.0,1.0,False
Espeon,,Cut,Normal,50.0,0.95,False
Espeon,,Hidden Power,Normal,60.0,1.0,False
Espeon,,Hyper Beam,Normal,75.0,0.9,False
Espeon,,Iron Tail,Steel,100.0,0.75,False
Espeon,,Return,Normal,102.0,1.0,False
Espeon,,Dig,Ground,60.0,1.0,False
Espeon,,Shadow Ball,Ghost,80.0,1.0,False
Espeon,,Facade,Normal,70.0,1.0,False
Espeon,,Secret Power,Normal,70.0,1.0,False
Eevee,1.0,Tackle,Normal,35.0,0.95,False
Eevee,23.0,Quick Attack,Normal,40.0,1.0,False
Eevee,30.0,Bite,Dark,60.0,1.0,False
Eevee,,Hidden Power,Normal,60.0,1.0,False
Eevee,,Iron Tail,Steel,100.0,0.75,False
Eevee,,Return,Normal,102.0,1.0,False
Eevee,,Dig,Ground,60.0,1.0,False
Eevee,,Shadow Ball,Ghost,80.0,1.0,False
