pokemon,lvl,move,type,power,accuracy,crit
Machoke,,Mud-Slap,Ground,20,1.0,False
Machoke,,Ice Punch,Ice,75,1.0,False
Machoke,,Fire Blast,Fire,120,0.85,False
Machoke,,ThunderPunch,Electric,75,1.0,False
Machoke,,Thief,Dark,40,1.0,False
Machoke,,Fire Punch,Fire,75,1.0,False
Machamp,1.0,Low Kick,Fighting,50,0.9,False
Machamp,15.0,Karate Chop,Fighting,50,1.0,True
Machamp,34.0,Vital Throw,Fighting,70,1.0,False
Machamp,43.0,Cross Chop,Fighting,100,0.8,True
Machamp,,Strength,Normal,80,1.0,False
Machamp,,DynamicPunch,Fighting,100,0.5,False
Machamp,,Headbutt,Normal,70,1.0,False
Machamp,,Rock Smash,Fighting,20,1.0,False
Machamp,,Hidden Power,Normal,60,1.0,False
Machamp,,Snore,Normal,40,1.0,False
Machamp,,Hyper Beam,Normal,75,0.9,False
Machamp,,Earthquake,Ground,100,1.0,False
Machamp,,Return,Normal,102,1.0,False
Machamp,,Dig,Ground,60,1.0,False
Machamp,,Mud-Slap,Ground,20,1.0,False
Machamp,,Ice Punch,Ice,75,1.0,False
Machamp,,Fire Blast,Fire,120,0.85,False
Machamp,,ThunderPunch,Electric,75,1.0,False
Machamp,,Thief,Dark,40,1.0,False
Machamp,,Fire Punch,Fire,75,1.0,False
Bellsprout,1.0,Vine Whip,Grass,35,1.0,False
Bellsprout,11.0,Wrap,Normal,15,0.85,False
Bellsprout,23.0,Acid,Poison,40,1.0,False
Bellsprout,37.0,Razor Leaf,Grass,55,0.95,True
Bellsprout,45.0,Slam,Normal,80,0.75,False
Bellsprout,,Cut,Normal,50,0.95,False
Bellsprout,,Hidden Power,Normal,60,1.0,False
Bellsprout,,Snore,Normal,40,1.0,False
Bellsprout,,Giga Drain,Grass,60,1.0,False
Bellsprout,,Return,Normal,102,1.0,False
Bellsprout,,Sludge Bomb,Poison,90,1.0,False
Weepinbell,1.0,Vine Whip,Grass,35,1.0,False
Weepinbell,1.0,Wrap,Normal,15,0.85,False
Weepinbell,24.0,Acid,Poison,40,1.0,False
Weepinbell,42.0,Razor Leaf,Grass,55,0.95,True
Weepinbell,54.0,Slam,Normal,80,0.75,False
Weepinbell,,Cut,Normal,50,0.95,False
Weepinbell,,Hidden Power,Normal,60,1.0,False
Weepinbell,,Snore,Normal,40,1.0,False
Weepinbell,,Giga Drain,Grass,60,1.0,False
Weepinbell,,Return,Normal,102,1.0,False
Weepinbell,,Sludge Bomb,Poison,90,1.0,False
Victreebel,1.0,Razor Leaf,Grass,55,0.95,True
Victreebel,1.0,Vine Whip,Grass,35,1.0,False
Victreebel,,Cut,Normal,50,0.95,False
Victreebel,,Hidden Power,Normal,60,1.0,False
Victreebel,,Snore,Normal,40,1.0,False
Victreebel,,Hyper Beam,Normal,75,0.9,False
Victreebel,,Giga Drain,Grass,60,1.0,False
Victreebel,,Return,Normal,102,1.0,False
Victreebel,,Sludge Bomb,Poison,90,1.0,False
Tentacool,1.0,Poison Sting,Poison,15,1.0,False
Tentacool,12.0,Constrict,Normal,10,1.0,False
Tentacool,19.0,Acid,Poison,40,1.0,False
Tentacool,25.0,BubbleBeam,Water,65,1.0,False
Tentacool,30.0,Wrap,Normal,15,0.85,False
Tentacool,49.0,Hydro Pump,Water,120,0.8,False
Tentacool,,Cut,Normal,50,0.95,False
Tentacool,,Surf,Water,95,1.0,False
Tentacool,,Whirlpool,Water,15,0.7,False
Tentacool,,Hidden Power,Normal,60,1.0,False
Tentacool,,Snore,Normal,40,1.0,False
Tentacool,,Blizzard,Ice,120,0.7,False
Tentacool,,Icy Wind,Ice,55,0.95,False
Tentacool,,Giga Drain,Grass,60,1.0,False
Tentacool,,Return,Normal,102,1.0,False
Tentacool,,Sludge Bomb,Poison,90,1.0,False
Tentacruel,1.0,Constrict,Normal,10,1.0,False
Tentacruel,1.0,Poison Sting,Poison,15,1.0,False
Tentacruel,19.0,Acid,Poison,40,1.0,False
Tentacruel,25.0,BubbleBeam,Water,65,1.0,False
Tentacruel,30.0,Wrap,Normal,15,0.85,False
Tentacruel,55.0,Hydro Pump,Water,120,0.8,False
Tentacruel,,Cut,Normal,50,0.95,False
Tentacruel,,Surf,Water,95,1.0,False
Tentacruel,,Whirlpool,Water,15,0.7,False
Tentacruel,,Hidden Power,Normal,60,1.0,False
Tentacruel,,Snore,Normal,40,1.0,False
Tentacruel,,Blizzard,Ice,120,0.7,False
Tentacruel,,Hyper Beam,Normal,75,0.9,False
Tentacruel,,Icy Wind,Ice,55,0.95,False
Tentacruel,,Giga Drain,Grass,60,1.0,False
Tentacruel,,Return,Normal,102,1.0,False
Tentacruel,,Sludge Bomb,Poison,90,1.0,False
Geodude,1.0,Tackle,Normal,35,0.95,False
Geodude,11.0,Rock Throw,Rock,50,0.9,False
Geodude,31.0,Rollout,Rock,30,0.9,False
Geodude,36.0,Earthquake,Ground,100,1.0,False
Geodude,,Strength,Normal,80,1.0,False
Geodude,,DynamicPunch,Fighting,100,0.5,False
Geodude,,Headbutt,Normal,70,1.0,False
Geodude,,Rock Smash,Fighting,20,1.0,False
Geodude,,Hidden Power,Normal,60,1.0,False
Geodude,,Snore,Normal,40,1.0,False
Geodude,,Return,Normal,102,1.0,False
Geodude,,Dig,Ground,60,1.0,False
Geodude,,Mud-Slap,Ground,20,1.0,False
Geodude,,Fire Blast,Fire,120,0.85,False
Geodude,,Fire Punch,Fire,75,1.0,False
Graveler,1.0,Rock Throw,Rock,50,0.9,False
Graveler,1.0,Tackle,Normal,35,0.95,False
Graveler,34.0,Rollout,Rock,30,0.9,False
Graveler,41.0,Earthquake,Ground,100,1.0,False
Graveler,,Strength,Normal,80,1.0,False
Graveler,,DynamicPunch,Fighting,100,0.5,False
Graveler,,Headbutt,Normal,70,1.0,False
Graveler,,Rock Smash,Fighting,20,1.0,False
Graveler,,Hidden Power,Normal,60,1.0,False
Graveler,,Snore,Normal,40,1.0,False
Graveler,,Return,Normal,102,1.0,False
Graveler,,Dig,Ground,60,1.0,False
Graveler,,Mud-Slap,Ground,20,1.0,False
Graveler,,Fire Blast,Fire,120,0.85,False
Graveler,,Fire Punch,Fire,75,1.0,False
Golem,1.0,Rock Throw,Rock,50,0.9,False
Golem,1.0,Tackle,Normal,35,0.95,False
Golem,34.0,Rollout,Rock,30,0.9,False
Golem,41.0,Earthquake,Ground,100,1.0,False
Golem,,Strength,Normal,80,1.0,False
Golem,,DynamicPunch,Fighting,100,0.5,False
Golem,,Headbutt,Normal,70,1.0,False
Golem,,Rock Smash,Fighting,20,1.0,False
Golem,,Hidden Power,Normal,60,1.0,False
Golem,,Snore,Normal,40,1.0,False
Golem,,Hyper Beam,Normal,75,0.9,False
Golem,,Return,Normal,102,1.0,False
Golem,,Dig,Ground,60,1.0,False
Golem,,Mud-Slap,Ground,20,1.0,False
Golem,,Fire Blast,Fire,120,0.85,False
Golem,,Fire Punch,Fire,75,1.0,False
Golem,,Fury Cutter,Bug,10,0.95,False
Ponyta,1.0,Tackle,Normal,35,0.95,False
Ponyta,13.0,Ember,Fire,40,1.0,False
Ponyta,19.0,Stomp,Normal,65,1.0,False
Ponyta,26.0,Fire Spin,Fire,15,0.7,False
Ponyta,53.0,Fire Blast,Fire,120,0.85,False
Ponyta,,Headbutt,Normal,70,1.0,False
Ponyta,,Hidden Power,Normal,60,1.0,False
Ponyta,,Snore,Normal,40,1.0,False
Ponyta,,Iron Tail,Steel,100,0.75,False
Ponyta,,Return,Normal,102,1.0,False
Ponyta,,Swift,Normal,60,1.0,False
Rapidash,1.0,Ember,Fire,40,1.0,False
Rapidash,1.0,Tackle,Normal,35,0.95,False
Rapidash,19.0,Stomp,Normal,65,1.0,False
Rapidash,26.0,Fire Spin,Fire,15,0.7,False
Rapidash,40.0,Fury Attack,Normal,45,0.85,False
Rapidash,61.0,Fire Blast,Fire,120,0.85,False
Rapidash,,Headbutt,Normal,70,1.0,False
Rapidash,,Hidden Power,Normal,60,1.0,False
Rapidash,,Snore,Normal,40,1.0,False
Rapidash,,Hyper Beam,Normal,75,0.9,False
Rapidash,,Iron Tail,Steel,100,0.75,False
Rapidash,,Return,Normal,102,1.0,False
Rapidash,,Swift,Normal,60,1.0,False
Slowpoke,1.0,Tackle,Normal,35,0.95,False
Slowpoke,15.0,Water Gun,Water,40,1.0,False
Slowpoke,20.0,Confusion,Psychic,50,1.0,False
Slowpoke,34.0,Headbutt,Normal,70,1.0,False
Slowpoke,48.0,Psychic,Psychic,90,1.0,False
Slowpoke,,Surf,Water,95,1.0,False
Slowpoke,,Strength,Normal,80,1.0,False
Slowpoke,,Zap Cannon,Electric,100,0.5,False
Slowpoke,,Hidden Power,Normal,60,1.0,False
Slowpoke,,Snore,Normal,40,1.0,False
Slowpoke,,Blizzard,Ice,120,0.7,False
Slowpoke,,Icy Wind,Ice,55,0.95,False
Slowpoke,,Iron Tail,Steel,100,0.75,False
Slowpoke,,Earthquake,Ground,100,1.0,False
Slowpoke,,Return,Normal,102,1.0,False
Slowpoke,,Dig,Ground,60,1.0,False
Slowpoke,,Shadow Ball,Ghost,80,1.0,False
Slowpoke,,Mud-Slap,Ground,20,1.0,False
Slowpoke,,Fire Blast,Fire,120,0.85,False
Slowpoke,,Swift,Normal,60,1.0,False
Slowbro,1.0,Tackle,Normal,35,0.95,False
Slowbro,1.0,Water Gun,Water,40,1.0,False
Slowbro,20.0,Confusion,Psychic,50,1.0,False
Slowbro,34.0,Headbutt,Normal,70,1.0,False
Slowbro,54.0,Psychic,Psychic,90,1.0,False
Slowbro,,Surf,Water,95,1.0,False
Slowbro,,Strength,Normal,80,1.0,False
Slowbro,,DynamicPunch,Fighting,100,0.5,False
Slowbro,,Zap Cannon,Electric,100,0.5,False
Slowbro,,Rock Smash,Fighting,20,1.0,False
Slowbro,,Hidden Power,Normal,60,1.0,False
Slowbro,,Snore,Normal,40,1.0,False
Slowbro,,Blizzard,Ice,120,0.7,False
Slowbro,,Hyper Beam,Normal,75,0.9,False
Slowbro,,Icy Wind,Ice,55,0.95,False
Slowbro,,Iron Tail,Steel,100,0.75,False
Slowbro,,Earthquake,Ground,100,1.0,False
Slowbro,,Return,Normal,102,1.0,False
Slowbro,,Dig,Ground,60,1.0,False
Slowbro,,Shadow Ball,Ghost,80,1.0,False
Slowbro,,Mud-Slap,Ground,20,1.0,False
Slowbro,,Ice Punch,Ice,75,1.0,False
Slowbro,,Fire Blast,Fire,120,0.85,False
Slowbro,,Swift,Normal,60,1.0,False
Slowbro,,Fury Cutter,Bug,10,0.95,False
Magnemite,1.0,Tackle,Normal,35,0.95,False
Magnemite,6.0,ThunderShock,Electric,40,1.0,False
Magnemite,33.0,Swift,Normal,60,1.0,False
Magnemite,45.0,Zap Cannon,Electric,100,0.5,False
Magnemite,,Rollout,Rock,30,0.9,False
Magnemite,,Hidden Power,Normal,60,1.0,False
Magnemite,,Snore,Normal,40,1.0,False
Magnemite,,Thunder,Electric,120,0.7,False
Magnemite,,Return,Normal,102,1.0,False
Magneton,1.0,Tackle,Normal,35,0.95,False
Magneton,1.0,ThunderShock,Electric,40,1.0,False
Magneton,35.0,Swift,Normal,60,1.0,False
Magneton,53.0,Zap Cannon,Electric,100,0.5,False
Magneton,,Rollout,Rock,30,0.9,False
Magneton,,Hidden Power,Normal,60,1.0,False
Magneton,,Snore,Normal,40,1.0,False
Magneton,,Hyper Beam,Normal,75,0.9,False
Magneton,,Thunder,Electric,120,0.7,False
Magneton,,Return,Normal,102,1.0,False
Magneton,35.0,Tri Attack,Normal,80,1.0,False
Farfetchd,1.0,Peck,Flying,35,1.0,False
Farfetchd,19.0,Fury Attack,Normal,45,0.85,False
Farfetchd,37.0,Slash,Normal,70,1.0,True
Farfetchd,44.0,False Swipe,Normal,40,1.0,False
Farfetchd,,Cut,Normal,50,0.95,False
Farfetchd,,Fly,Flying,70,0.95,False
Farfetchd,,Headbutt,Normal,70,1.0,False
Farfetchd,,Hidden Power,Normal,60,1.0,False
Farfetchd,,Snore,Normal,40,1.0,False
Farfetchd,,Iron Tail,Steel,100,0.75,False
Farfetchd,,Return,Normal,102,1.0,False
Farfetchd,,Mud-Slap,Ground,20,1.0,False
Farfetchd,,Swift,Normal,60,1.0,False
Farfetchd,,Thief,Dark,40,1.0,False
Farfetchd,,Steel Wing,Steel,70,0.9,False
Doduo,1.0,Peck,Flying,35,1.0,False
Doduo,9.0,Pursuit,Dark,40,1.0,False
Doduo,13.0,Fury Attack,Normal,45,0.85,False
Doduo,21.0,Tri Attack,Normal,80,1.0,False
Doduo,25.0,Rage,Normal,20,1.0,False
Doduo,33.0,Drill Peck,Flying,80,1.0,False
Doduo,,Fly,Flying,70,0.95,False
Doduo,,Hidden Power,Normal,60,1.0,False
Doduo,,Snore,Normal,40,1.0,False
Doduo,,Return,Normal,102,1.0,False
Doduo,,Mud-Slap,Ground,20,1.0,False
Doduo,,Swift,Normal,60,1.0,False
Doduo,,Thief,Dark,40,1.0,False
Doduo,,Steel Wing,Steel,70,0.9,False
Dodrio,1.0,Fury Attack,Normal,45,0.85,False
Dodrio,1.0,Peck,Flying,35,1.0,False
Dodrio,1.0,Pursuit,Dark,40,1.0,False
Dodrio,21.0,Tri Attack,Normal,80,1.0,False
Dodrio,25.0,Rage,Normal,20,1.0,False
Dodrio,38.0,Drill Peck,Flying,80,1.0,False
Dodrio,,Fly,Flying,70,0.95,False
Dodrio,,Hidden Power,Normal,60,1.0,False
Dodrio,,Snore,Normal,40,1.0,False
Dodrio,,Hyper Beam,Normal,75,0.9,False
Dodrio,,Return,Normal,102,1.0,False
Dodrio,,Mud-Slap,Ground,20,1.0,False
Dodrio,,Swift,Normal,60,1.0,False
Dodrio,,Thief,Dark,40,1.0,False
Dodrio,,Steel Wing,Steel,70,0.9,False
Seel,1.0,Headbutt,Normal,70,1.0,False
Seel,16.0,Aurora Beam,Ice,65,1.0,False
Seel,37.0,Ice Beam,Ice,95,1.0,False
Seel,,Surf,Water,95,1.0,False
Seel,,Whirlpool,Water,15,0.7,False
Seel,,Waterfall,Water,80,1.0,False
Seel,,Hidden Power,Normal,60,1.0,False
Seel,,Snore,Normal,40,1.0,False
Seel,,Blizzard,Ice,120,0.7,False
Seel,,Icy Wind,Ice,55,0.95,False
Seel,,Return,Normal,102,1.0,False
Dewgong,1.0,Aurora Beam,Ice,65,1.0,False
Dewgong,1.0,Headbutt,Normal,70,1.0,False
Dewgong,43.0,Ice Beam,Ice,95,1.0,False
Dewgong,,Surf,Water,95,1.0,False
Dewgong,,Whirlpool,Water,15,0.7,False
Dewgong,,Waterfall,Water,80,1.0,False
Dewgong,,Hidden Power,Normal,60,1.0,False
Dewgong,,Snore,Normal,40,1.0,False
Dewgong,,Blizzard,Ice,120,0.7,False
Dewgong,,Hyper Beam,Normal,75,0.9,False
Dewgong,,Icy Wind,Ice,55,0.95,False
Dewgong,,Return,Normal,102,1.0,False
Grimer,1.0,Pound,Normal,40,1.0,False
Grimer,16.0,Sludge,Poison,65,1.0,False
Grimer,50.0,Sludge Bomb,Poison,90,1.0,False
Grimer,,DynamicPunch,Fighting,100,0.5,False
Grimer,,Zap Cannon,Electric,100,0.5,False
Grimer,,Hidden Power,Normal,60,1.0,False
Grimer,,Snore,Normal,40,1.0,False
Grimer,,Giga Drain,Grass,60,1.0,False
Grimer,,Thunder,Electric,120,0.7,False
Grimer,,Return,Normal,102,1.0,False
Grimer,,Mud-Slap,Ground,20,1.0,False
Grimer,,Ice Punch,Ice,75,1.0,False
Grimer,,Fire Blast,Fire,120,0.85,False
Grimer,,ThunderPunch,Electric,75,1.0,False
Grimer,,Thief,Dark,40,1.0,False
Grimer,,Fire Punch,Fire,75,1.0,False
Muk,1.0,Pound,Normal,40,1.0,False
Muk,45.0,Sludge,Poison,65,1.0,False
Muk,60.0,Sludge Bomb,Poison,90,1.0,False
Muk,,DynamicPunch,Fighting,100,0.5,False
Muk,,Zap Cannon,Electric,100,0.5,False
Muk,,Hidden Power,Normal,60,1.0,False
Muk,,Snore,Normal,40,1.0,False
Muk,,Hyper Beam,Normal,75,0.9,False
Muk,,Giga Drain,Grass,60,1.0,False
Muk,,Thunder,Electric,120,0.7,False
Muk,,Return,Normal,102,1.0,False
Muk,,Mud-Slap,Ground,20,1.0,False
Muk,,Ice Punch,Ice,75,1.0,False
Muk,,Fire Blast,Fire,120,0.85,False
Muk,,ThunderPunch,Electric,75,1.0,False
Muk,,Thief,Dark,40,1.0,False
Muk,,Fire Punch,Fire,75,1.0,False
Shellder,1.0,Tackle,Normal,35,0.95,False
Shellder,17.0,Aurora Beam,Ice,65,1.0,False
Shellder,41.0,Clamp,Water,35,0.75,False
Shellder,49.0,Ice Beam,Ice,95,1.0,False
Shellder,,Surf,Water,95,1.0,False
Shellder,,Whirlpool,Water,15,0.7,False
Shellder,,Hidden Power,Normal,60,1.0,False
Shellder,,Snore,Normal,40,1.0,False
Shellder,,Blizzard,Ice,120,0.7,False
Shellder,,Icy Wind,Ice,55,0.95,False
Shellder,,Return,Normal,102,1.0,False
Shellder,,Swift,Normal,60,1.0,False
Cloyster,1.0,Aurora Beam,Ice,65,1.0,False
Cloyster,41.0,Spike Cannon,Normal,60,1.0,False
Cloyster,,Surf,Water,95,1.0,False
Cloyster,,Whirlpool,Water,15,0.7,False
Cloyster,,Hidden Power,Normal,60,1.0,False
Cloyster,,Snore,Normal,40,1.0,False
Cloyster,,Blizzard,Ice,120,0.7,False
Cloyster,,Hyper Beam,Normal,75,0.9,False
Cloyster,,Icy Wind,Ice,55,0.95,False
Cloyster,,Return,Normal,102,1.0,False
Cloyster,,Swift,Normal,60,1.0,False
Gastly,1.0,Lick,Ghost,20,1.0,False
Gastly,,Zap Cannon,Electric,100,0.5,False
Gastly,,Hidden Power,Normal,60,1.0,False
Gastly,,Snore,Normal,40,1.0,False
Gastly,,Giga Drain,Grass,60,1.0,False
Gastly,,Thunder,Electric,120,0.7,False
Gastly,,Return,Normal,102,1.0,False
Gastly,,Psychic,Psychic,90,1.0,False
Gastly,,Shadow Ball,Ghost,80,1.0,False
Gastly,,Thief,Dark,40,1.0,False
Haunter,1.0,Lick,Ghost,20,1.0,False
Haunter,,Zap Cannon,Electric,100,0.5,False
Haunter,,Hidden Power,Normal,60,1.0,False
Haunter,,Snore,Normal,40,1.0,False
Haunter,,Giga Drain,Grass,60,1.0,False
Haunter,,Thunder,Electric,120,0.7,False
Haunter,,Return,Normal,102,1.0,False
Haunter,,Psychic,Psychic,90,1.0,False
Haunter,,Shadow Ball,Ghost,80,1.0,False
Haunter,,Thief,Dark,40,1.0,False
Gengar,1.0,Lick,Ghost,20,1.0,False
Gengar,,Strength,Normal,80,1.0,False
Gengar,,DynamicPunch,Fighting,100,0.5,False
Gengar,,Headbutt,Normal,70,1.0,False
Gengar,,Zap Cannon,Electric,100,0.5,False
Gengar,,Rock Smash,Fighting,20,1.0,False
Gengar,,Hidden Power,Normal,60,1.0,False
Gengar,,Snore,Normal,40,1.0,False
Gengar,,Hyper Beam,Normal,75,0.9,False
Gengar,,Giga Drain,Grass,60,1.0,False
Gengar,,Thunder,Electric,120,0.7,False
Gengar,,Return,Normal,102,1.0,False
Gengar,,Psychic,Psychic,90,1.0,False
Gengar,,Shadow Ball,Ghost,80,1.0,False
Gengar,,Ice Punch,Ice,75,1.0,False
Gengar,,ThunderPunch,Electric,75,1.0,False
Gengar,,Thief,Dark,40,1.0,False
Gengar,,Fire Punch,Fire,75,1.0,False
Onix,1.0,Tackle,Normal,35,0.95,False
Onix,10.0,Bind,Normal,15,0.75,False
Onix,14.0,Rock Throw,Rock,50,0.9,False
Onix,27.0,Rage,Normal,20,1.0,False
Onix,40.0,Slam,Normal,80,0.75,False
Onix,,Strength,Normal,80,1.0,False
Onix,,Headbutt,Normal,70,1.0,False
Onix,,Rock Smash,Fighting,20,1.0,False
Onix,,Hidden Power,Normal,60,1.0,False
Onix,,Snore,Normal,40,1.0,False
Onix,,Iron Tail,Steel,100,0.75,False
Onix,,Earthquake,Ground,100,1.0,False
Onix,,Return,Normal,102,1.0,False
Onix,,Dig,Ground,60,1.0,False
Onix,,Mud-Slap,Ground,20,1.0,False
Steelix,1.0,Tackle,Normal,35,0.95,False
Steelix,10.0,Bind,Normal,15,0.75,False
Steelix,14.0,Rock Throw,Rock,50,0.9,False
Steelix,27.0,Rage,Normal,20,1.0,False
Steelix,40.0,Slam,Normal,80,0.75,False
Steelix,49.0,Crunch,Dark,80,1.0,False
Steelix,,Cut,Normal,50,0.95,False
Steelix,,Strength,Normal,80,1.0,False
Steelix,,Headbutt,Normal,70,1.0,False
Steelix,,Rollout,Rock,30,0.9,False
Steelix,,Rock Smash,Fighting,20,1.0,False
Steelix,,Hidden Power,Normal,60,1.0,False
Steelix,,Snore,Normal,40,1.0,False
Steelix,,Hyper Beam,Normal,75,0.9,False
Steelix,,Iron Tail,Steel,100,0.75,False
Steelix,,DragonBreath,Dragon,60,1.0,False
Steelix,,Earthquake,Ground,100,1.0,False
Steelix,,Return,Normal,102,1.0,False
Steelix,,Dig,Ground,60,1.0,False
Steelix,,Mud-Slap,Ground,20,1.0,False
Drowzee,1.0,Pound,Normal,40,1.0,False
Drowzee,18.0,Confusion,Psychic,50,1.0,False
Drowzee,25.0,Headbutt,Normal,70,1.0,False
Drowzee,40.0,Psychic,Psychic,90,1.0,False
Drowzee,45.0,Future Sight,Psychic,80,0.9,False
Drowzee,,DynamicPunch,Fighting,100,0.5,False
Drowzee,,Zap Cannon,Electric,100,0.5,False
Drowzee,,Hidden Power,Normal,60,1.0,False
Drowzee,,Snore,Normal,40,1.0,False
Drowzee,,Return,Normal,102,1.0,False
Drowzee,,Shadow Ball,Ghost,80,1.0,False
Drowzee,,Ice Punch,Ice,75,1.0,False
Drowzee,,ThunderPunch,Electric,75,1.0,False
Drowzee,,Fire Punch,Fire,75,1.0,False
Hypno,1.0,Confusion,Psychic,50,1.0,False
Hypno,1.0,Pound,Normal,40,1.0,False
Hypno,25.0,Headbutt,Normal,70,1.0,False
Hypno,49.0,Psychic,Psychic,90,1.0,False
Hypno,60.0,Future Sight,Psychic,80,0.9,False
Hypno,,DynamicPunch,Fighting,100,0.5,False
Hypno,,Zap Cannon,Electric,100,0.5,False
Hypno,,Hidden Power,Normal,60,1.0,False
Hypno,,Snore,Normal,40,1.0,False
Hypno,,Hyper Beam,Normal,75,0.9,False
Hypno,,Return,Normal,102,1.0,False
Hypno,,Shadow Ball,Ghost,80,1.0,False
Hypno,,Ice Punch,Ice,75,1.0,False
Hypno,,ThunderPunch,Electric,75,1.0,False
Hypno,,Fire Punch,Fire,75,1.0,False
Krabby,1.0,Bubble,Water,20,1.0,False
Krabby,12.0,ViceGrip,Normal,55,1.0,False
Krabby,23.0,Stomp,Normal,65,1.0,False
Krabby,41.0,Crabhammer,Water,90,0.85,True
Krabby,,Cut,Normal,50,0.95,False
Krabby,,Surf,Water,95,1.0,False
Krabby,,Strength,Normal,80,1.0,False
Krabby,,Whirlpool,Water,15,0.7,False
Krabby,,Rock Smash,Fighting,20,1.0,False
Krabby,,Hidden Power,Normal,60,1.0,False
Krabby,,Snore,Normal,40,1.0,False
Krabby,,Blizzard,Ice,120,0.7,False
Krabby,,Icy Wind,Ice,55,0.95,False
Krabby,,Return,Normal,102,1.0,False
Krabby,,Mud-Slap,Ground,20,1.0,False
Krabby,,Thief,Dark,40,1.0,False
Krabby,,Fury Cutter,Bug,10,0.95,False
Kingler,1.0,Bubble,Water,20,1.0,False
Kingler,1.0,ViceGrip,Normal,55,1.0,False
Kingler,23.0,Stomp,Normal,65,1.0,False
Kingler,49.0,Crabhammer,Water,90,0.85,True
Kingler,,Cut,Normal,50,0.95,False
Kingler,,Surf,Water,95,1.0,False
Kingler,,Strength,Normal,80,1.0,False
Kingler,,Whirlpool,Water,15,0.7,False
Kingler,,Rock Smash,Fighting,20,1.0,False
Kingler,,Hidden Power,Normal,60,1.0,False
Kingler,,Snore,Normal,40,1.0,False
Kingler,,Blizzard,Ice,120,0.7,False
Kingler,,Hyper Beam,Normal,75,0.9,False
Kingler,,Icy Wind,Ice,55,0.95,False
Kingler,,Return,Normal,102,1.0,False
Kingler,,Mud-Slap,Ground,20,1.0,False
Kingler,,Thief,Dark,40,1.0,False
Kingler,,Fury Cutter,Bug,10,0.95,False
Voltorb,1.0,Tackle,Normal,35,0.95,False
Voltorb,29.0,Rollout,Rock,30,0.9,False
Voltorb,37.0,Swift,Normal,60,1.0,False
Voltorb,,Headbutt,Normal,70,1.0,False
Voltorb,,Zap Cannon,Electric,100,0.5,False
Voltorb,,Hidden Power,Normal,60,1.0,False
Voltorb,,Snore,Normal,40,1.0,False
Voltorb,,Thunder,Electric,120,0.7,False
Voltorb,,Return,Normal,102,1.0,False
Electrode,1.0,Tackle,Normal,35,0.95,False
Electrode,29.0,Rollout,Rock,30,0.9,False
Electrode,40.0,Swift,Normal,60,1.0,False
Electrode,,Headbutt,Normal,70,1.0,False
Electrode,,Zap Cannon,Electric,100,0.5,False
Electrode,,Hidden Power,Normal,60,1.0,False
Electrode,,Snore,Normal,40,1.0,False
Electrode,,Hyper Beam,Normal,75,0.9,False
Electrode,,Thunder,Electric,120,0.7,False
Electrode,,Return,Normal,102,1.0,False
Exeggcute,1.0,Barrage,Normal,45,0.85,False
Exeggcute,19.0,Confusion,Psychic,50,1.0,False
Exeggcute,,Strength,Normal,80,1.0,False
Exeggcute,,Rollout,Rock,30,0.9,False
Exeggcute,,Hidden Power,Normal,60,1.0,False
Exeggcute,,Snore,Normal,40,1.0,False
Exeggcute,,Giga Drain,Grass,60,1.0,False
Exeggcute,,Return,Normal,102,1.0,False
Exeggcute,,Psychic,Psychic,90,1.0,False
Exeggcute,,Sludge Bomb,Poison,90,1.0,False
Exeggcute,,Thief,Dark,40,1.0,False
Exeggutor,1.0,Barrage,Normal,45,0.85,False
Exeggutor,1.0,Confusion,Psychic,50,1.0,False
Exeggutor,19.0,Stomp,Normal,65,1.0,False
Exeggutor,31.0,Egg Bomb,Normal,100,0.75,False
Exeggutor,,Strength,Normal,80,1.0,False
Exeggutor,,Headbutt,Normal,70,1.0,False
Exeggutor,,Rollout,Rock,30,0.9,False
Exeggutor,,Hidden Power,Normal,60,1.0,False
Exeggutor,,Snore,Normal,40,1.0,False
Exeggutor,,Hyper Beam,Normal,75,0.9,False
Exeggutor,,Giga Drain,Grass,60,1.0,False
Exeggutor,,Return,Normal,102,1.0,False
Exeggutor,,Psychic,Psychic,90,1.0,False
Exeggutor,,Sludge Bomb,Poison,90,1.0,False
Exeggutor,,Thief,Dark,40,1.0,False
Cubone,9.0,Bone Club,Ground,65,0.85,False
Cubone,13.0,Headbutt,Normal,70,1.0,False
Cubone,25.0,Bonemerang,Ground,100,0.9,False
Cubone,29.0,Rage,Normal,20,1.0,False
Cubone,33.0,False Swipe,Normal,40,1.0,False
Cubone,37.0,Thrash,Normal,90,1.0,False
Cubone,41.0,Bone Rush,Ground,75,0.8,False
Cubone,,Strength,Normal,80,1.0,False
Cubone,,DynamicPunch,Fighting,100,0.5,False
Cubone,,Rock Smash,Fighting,20,1.0,False
Cubone,,Hidden Power,Normal,60,1.0,False
Cubone,,Snore,Normal,40,1.0,False
Cubone,,Blizzard,Ice,120,0.7,False
Cubone,,Icy Wind,Ice,55,0.95,False
Cubone,,Iron Tail,Steel,100,0.75,False
Cubone,,Earthquake,Ground,100,1.0,False
Cubone,,Return,Normal,102,1.0,False
Cubone,,Dig,Ground,60,1.0,False
Cubone,,Mud-Slap,Ground,20,1.0,False
Cubone,,Fire Blast,Fire,120,0.85,False
Cubone,,ThunderPunch,Electric,75,1.0,False
Cubone,,Thief,Dark,40,1.0,False
Cubone,,Fire Punch,Fire,75,1.0,False
