pokemon,move_level,move_name,move_type,power,accuracy,crit,move_stage,exp_type,evo_id
electabuzz,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,61
electabuzz,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,61
electabuzz,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,61
electabuzz,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,61
electabuzz,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,61
electabuzz,,return,Normal,102,1.0,False,12.0,Medium Fast,61
electabuzz,,psychic,Psychic,90,1.0,False,52.0,Medium Fast,61
electabuzz,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,61
electabuzz,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,61
electabuzz,,thief,Dark,40,1.0,False,30.0,Medium Fast,61
electabuzz,,fire punch,Fire,75,1.0,False,12.0,Medium Fast,61
magmar,1.0,ember,Fire,40,1.0,False,,Medium Fast,62
magmar,1.0,fire punch,Fire,75,1.0,False,12.0,Medium Fast,62
magmar,1.0,smog,Poison,20,0.7,False,,Medium Fast,62
magmar,41.0,flamethrower,Fire,95,1.0,False,,Medium Fast,62
magmar,57.0,fire blast,Fire,120,0.85,False,12.0,Medium Fast,62
magmar,,strength,Normal,80,1.0,False,,Medium Fast,62
magmar,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,62
magmar,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,62
magmar,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,62
magmar,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,62
magmar,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,62
magmar,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,62
magmar,,return,Normal,102,1.0,False,12.0,Medium Fast,62
magmar,,psychic,Psychic,90,1.0,False,52.0,Medium Fast,62
magmar,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,62
magmar,,thunderpunch,Electric,75,1.0,False,,Medium Fast,62
magmar,,thief,Dark,40,1.0,False,30.0,Medium Fast,62
pinsir,1.0,vicegrip,Normal,55,1.0,False,,Slow,63
pinsir,13.0,bind,Normal,15,0.75,False,,Slow,63
pinsir,,cut,Normal,50,0.95,False,10.0,Slow,63
pinsir,,strength,Normal,80,1.0,False,,Slow,63
pinsir,,headbutt,Normal,70,1.0,False,10.0,Slow,63
pinsir,,rock smash,Fighting,20,1.0,False,12.0,Slow,63
pinsir,,hidden power,Normal,60,1.0,False,29.0,Slow,63
pinsir,,hyper beam,Normal,75,0.9,False,65.0,Slow,63
pinsir,,return,Normal,102,1.0,False,12.0,Slow,63
pinsir,,thief,Dark,40,1.0,False,30.0,Slow,63
pinsir,,fury cutter,Bug,10,0.95,False,9.0,Slow,63
tauros,1.0,tackle,Normal,35,0.95,False,,Slow,64
tauros,8.0,rage,Normal,20,1.0,False,,Slow,64
tauros,13.0,horn attack,Normal,65,1.0,False,,Slow,64
tauros,26.0,pursuit,Dark,40,1.0,False,,Slow,64
tauros,43.0,thrash,Normal,90,1.0,False,,Slow,64
tauros,,surf,Water,95,1.0,False,17.0,Slow,64
tauros,,strength,Normal,80,1.0,False,,Slow,64
tauros,,headbutt,Normal,70,1.0,False,10.0,Slow,64
tauros,,zap cannon,Electric,100,0.5,False,58.0,Slow,64
tauros,,rock smash,Fighting,20,1.0,False,12.0,Slow,64
tauros,,hidden power,Normal,60,1.0,False,29.0,Slow,64
tauros,,blizzard,Ice,120,0.7,False,12.0,Slow,64
tauros,,hyper beam,Normal,75,0.9,False,65.0,Slow,64
tauros,,icy wind,Ice,55,0.95,False,27.0,Slow,64
tauros,,iron tail,Steel,100,0.75,False,20.0,Slow,64
tauros,,thunder,Electric,120,0.7,False,12.0,Slow,64
tauros,,earthquake,Ground,100,1.0,False,47.0,Slow,64
tauros,,return,Normal,102,1.0,False,12.0,Slow,64
tauros,,fire blast,Fire,120,0.85,False,12.0,Slow,64
magikarp,15.0,tackle,Normal,35,0.95,False,,Slow,65
gyarados,1.0,thrash,Normal,90,1.0,False,,Slow,65
gyarados,20.0,bite,Dark,60,1.0,False,,Slow,65
gyarados,35.0,twister,Dragon,40,1.0,False,,Slow,65
gyarados,40.0,hydro pump,Water,120,0.8,False,,Slow,65
gyarados,50.0,hyper beam,Normal,75,0.9,False,65.0,Slow,65
gyarados,,surf,Water,95,1.0,False,17.0,Slow,65
gyarados,,strength,Normal,80,1.0,False,,Slow,65
gyarados,,whirlpool,Water,15,0.7,False,27.0,Slow,65
gyarados,,waterfall,Water,80,1.0,False,36.0,Slow,65
gyarados,,headbutt,Normal,70,1.0,False,10.0,Slow,65
gyarados,,zap cannon,Electric,100,0.5,False,58.0,Slow,65
gyarados,,rock smash,Fighting,20,1.0,False,12.0,Slow,65
gyarados,,hidden power,Normal,60,1.0,False,29.0,Slow,65
gyarados,,blizzard,Ice,120,0.7,False,12.0,Slow,65
gyarados,,icy wind,Ice,55,0.95,False,27.0,Slow,65
gyarados,,dragonbreath,Dragon,60,1.0,False,,Slow,65
gyarados,,thunder,Electric,120,0.7,False,12.0,Slow,65
gyarados,,return,Normal,102,1.0,False,12.0,Slow,65
gyarados,,fire blast,Fire,120,0.85,False,12.0,Slow,65
lapras,1.0,water gun,Water,40,1.0,False,,Slow,66
lapras,15.0,body slam,Normal,85,1.0,False,,Slow,66
lapras,36.0,ice beam,Ice,95,1.0,False,,Slow,66
lapras,57.0,hydro pump,Water,120,0.8,False,,Slow,66
lapras,,surf,Water,95,1.0,False,17.0,Slow,66
lapras,,strength,Normal,80,1.0,False,,Slow,66
lapras,,whirlpool,Water,15,0.7,False,27.0,Slow,66
lapras,,headbutt,Normal,70,1.0,False,10.0,Slow,66
lapras,,zap cannon,Electric,100,0.5,False,58.0,Slow,66
lapras,,rock smash,Fighting,20,1.0,False,12.0,Slow,66
lapras,,hidden power,Normal,60,1.0,False,29.0,Slow,66
lapras,,blizzard,Ice,120,0.7,False,12.0,Slow,66
lapras,,hyper beam,Normal,75,0.9,False,65.0,Slow,66
lapras,,icy wind,Ice,55,0.95,False,27.0,Slow,66
lapras,,iron tail,Steel,100,0.75,False,20.0,Slow,66
lapras,,dragonbreath,Dragon,60,1.0,False,,Slow,66
lapras,,thunder,Electric,120,0.7,False,12.0,Slow,66
lapras,,return,Normal,102,1.0,False,12.0,Slow,66
lapras,,psychic,Psychic,90,1.0,False,52.0,Slow,66
ditto,0.0,struggle,Normal,1,1.0,False,,Medium Fast,67
eevee,1.0,tackle,Normal,35,0.95,False,,Medium Fast,68
eevee,1.0,tackle,Normal,35,0.95,False,,Medium Fast,69
eevee,1.0,tackle,Normal,35,0.95,False,,Medium Fast,70
eevee,1.0,tackle,Normal,35,0.95,False,,Medium Fast,102
eevee,1.0,tackle,Normal,35,0.95,False,,Medium Fast,103
eevee,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,68
eevee,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,69
eevee,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,70
eevee,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,102
eevee,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,103
eevee,30.0,bite,Dark,60,1.0,False,,Medium Fast,68
eevee,30.0,bite,Dark,60,1.0,False,,Medium Fast,69
eevee,30.0,bite,Dark,60,1.0,False,,Medium Fast,70
eevee,30.0,bite,Dark,60,1.0,False,,Medium Fast,102
eevee,30.0,bite,Dark,60,1.0,False,,Medium Fast,103
eevee,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,68
eevee,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,69
eevee,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,70
eevee,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,102
eevee,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,103
eevee,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,68
eevee,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,69
eevee,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,70
eevee,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,102
eevee,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,103
eevee,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,68
eevee,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,69
eevee,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,70
eevee,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,102
eevee,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,103
eevee,,return,Normal,102,1.0,False,12.0,Medium Fast,68
eevee,,return,Normal,102,1.0,False,12.0,Medium Fast,69
eevee,,return,Normal,102,1.0,False,12.0,Medium Fast,70
eevee,,return,Normal,102,1.0,False,12.0,Medium Fast,102
eevee,,return,Normal,102,1.0,False,12.0,Medium Fast,103
eevee,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,68
eevee,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,69
eevee,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,70
eevee,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,102
eevee,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,103
eevee,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,68
eevee,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,69
eevee,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,70
eevee,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,102
eevee,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,103
eevee,,swift,Normal,60,1.0,False,7.0,Medium Fast,68
eevee,,swift,Normal,60,1.0,False,7.0,Medium Fast,69
eevee,,swift,Normal,60,1.0,False,7.0,Medium Fast,70
eevee,,swift,Normal,60,1.0,False,7.0,Medium Fast,102
eevee,,swift,Normal,60,1.0,False,7.0,Medium Fast,103
vaporeon,1.0,tackle,Normal,35,0.95,False,,Medium Fast,68
vaporeon,16.0,water gun,Water,40,1.0,False,,Medium Fast,68
vaporeon,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,68
vaporeon,30.0,bite,Dark,60,1.0,False,,Medium Fast,68
vaporeon,36.0,aurora beam,Ice,65,1.0,False,,Medium Fast,68
vaporeon,52.0,hydro pump,Water,120,0.8,False,,Medium Fast,68
vaporeon,,surf,Water,95,1.0,False,17.0,Medium Fast,68
vaporeon,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,68
vaporeon,,waterfall,Water,80,1.0,False,36.0,Medium Fast,68
vaporeon,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,68
vaporeon,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,68
vaporeon,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,68
vaporeon,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,68
vaporeon,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,68
vaporeon,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,68
vaporeon,,return,Normal,102,1.0,False,12.0,Medium Fast,68
vaporeon,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,68
vaporeon,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,68
vaporeon,,swift,Normal,60,1.0,False,7.0,Medium Fast,68
jolteon,1.0,tackle,Normal,35,0.95,False,,Medium Fast,69
jolteon,16.0,thundershock,Electric,40,1.0,False,,Medium Fast,69
jolteon,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,69
jolteon,30.0,double kick,Fighting,60,1.0,False,,Medium Fast,69
jolteon,36.0,pin missile,Bug,42,0.85,False,,Medium Fast,69
jolteon,52.0,thunder,Electric,120,0.7,False,12.0,Medium Fast,69
jolteon,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,69
jolteon,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,69
jolteon,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,69
jolteon,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,69
jolteon,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,69
jolteon,,return,Normal,102,1.0,False,12.0,Medium Fast,69
jolteon,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,69
jolteon,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,69
jolteon,,swift,Normal,60,1.0,False,7.0,Medium Fast,69
flareon,1.0,tackle,Normal,35,0.95,False,,Medium Fast,70
flareon,16.0,ember,Fire,40,1.0,False,,Medium Fast,70
flareon,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,70
flareon,30.0,bite,Dark,60,1.0,False,,Medium Fast,70
flareon,36.0,fire spin,Fire,15,0.7,False,,Medium Fast,70
flareon,42.0,smog,Poison,20,0.7,False,,Medium Fast,70
flareon,52.0,flamethrower,Fire,95,1.0,False,,Medium Fast,70
flareon,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,70
flareon,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,70
flareon,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,70
flareon,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,70
flareon,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,70
flareon,,return,Normal,102,1.0,False,12.0,Medium Fast,70
flareon,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,70
flareon,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,70
flareon,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,70
flareon,,swift,Normal,60,1.0,False,7.0,Medium Fast,70
porygon,1.0,tackle,Normal,35,0.95,False,,Medium Fast,71
porygon,12.0,psybeam,Psychic,65,1.0,False,,Medium Fast,71
porygon,36.0,tri attack,Normal,80,1.0,False,,Medium Fast,71
porygon,44.0,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,71
porygon,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,71
porygon,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,71
porygon,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,71
porygon,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,71
porygon,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,71
porygon,,thunder,Electric,120,0.7,False,12.0,Medium Fast,71
porygon,,return,Normal,102,1.0,False,12.0,Medium Fast,71
porygon,,psychic,Psychic,90,1.0,False,52.0,Medium Fast,71
porygon,,swift,Normal,60,1.0,False,7.0,Medium Fast,71
porygon,,thief,Dark,40,1.0,False,30.0,Medium Fast,71
omanyte,1.0,constrict,Normal,10,1.0,False,,Medium Fast,72
omanyte,13.0,bite,Dark,60,1.0,False,,Medium Fast,72
omanyte,19.0,water gun,Water,40,1.0,False,,Medium Fast,72
omanyte,49.0,ancientpower,Rock,60,1.0,False,,Medium Fast,72
omanyte,55.0,hydro pump,Water,120,0.8,False,,Medium Fast,72
omanyte,,surf,Water,95,1.0,False,17.0,Medium Fast,72
omanyte,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,72
omanyte,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,72
omanyte,,rollout,Rock,30,0.9,False,13.0,Medium Fast,72
omanyte,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,72
omanyte,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,72
omanyte,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,72
omanyte,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,72
omanyte,,return,Normal,102,1.0,False,12.0,Medium Fast,72
omanyte,,thief,Dark,40,1.0,False,30.0,Medium Fast,72
omastar,1.0,bite,Dark,60,1.0,False,,Medium Fast,72
omastar,1.0,constrict,Normal,10,1.0,False,,Medium Fast,72
omastar,19.0,water gun,Water,40,1.0,False,,Medium Fast,72
omastar,40.0,spike cannon,Normal,60,1.0,False,,Medium Fast,72
omastar,54.0,ancientpower,Rock,60,1.0,False,,Medium Fast,72
omastar,65.0,hydro pump,Water,120,0.8,False,,Medium Fast,72
omastar,,surf,Water,95,1.0,False,17.0,Medium Fast,72
omastar,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,72
omastar,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,72
omastar,,rollout,Rock,30,0.9,False,13.0,Medium Fast,72
omastar,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,72
omastar,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,72
omastar,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,72
omastar,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,72
omastar,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,72
omastar,,return,Normal,102,1.0,False,12.0,Medium Fast,72
omastar,,thief,Dark,40,1.0,False,30.0,Medium Fast,72
kabuto,1.0,scratch,Normal,40,1.0,False,,Medium Fast,73
kabuto,10.0,absorb,Grass,20,1.0,False,,Medium Fast,73
kabuto,46.0,mega drain,Grass,40,1.0,False,,Medium Fast,73
kabuto,55.0,ancientpower,Rock,60,1.0,False,,Medium Fast,73
kabuto,,rollout,Rock,30,0.9,False,13.0,Medium Fast,73
kabuto,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,73
kabuto,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,73
kabuto,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,73
kabuto,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,73
kabuto,,giga drain,Grass,60,1.0,False,65.0,Medium Fast,73
kabuto,,return,Normal,102,1.0,False,12.0,Medium Fast,73
kabuto,,thief,Dark,40,1.0,False,30.0,Medium Fast,73
kabutops,1.0,absorb,Grass,20,1.0,False,,Medium Fast,73
kabutops,1.0,scratch,Normal,40,1.0,False,,Medium Fast,73
kabutops,40.0,slash,Normal,70,1.0,True,,Medium Fast,73
kabutops,51.0,mega drain,Grass,40,1.0,False,,Medium Fast,73
kabutops,65.0,ancientpower,Rock,60,1.0,False,,Medium Fast,73
kabutops,,cut,Normal,50,0.95,False,10.0,Medium Fast,73
kabutops,,surf,Water,95,1.0,False,17.0,Medium Fast,73
kabutops,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,73
kabutops,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,73
kabutops,,rollout,Rock,30,0.9,False,13.0,Medium Fast,73
kabutops,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,73
kabutops,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,73
kabutops,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,73
kabutops,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,73
kabutops,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,73
kabutops,,giga drain,Grass,60,1.0,False,65.0,Medium Fast,73
kabutops,,return,Normal,102,1.0,False,12.0,Medium Fast,73
kabutops,,thief,Dark,40,1.0,False,30.0,Medium Fast,73
kabutops,,fury cutter,Bug,10,0.95,False,9.0,Medium Fast,73
aerodactyl,1.0,wing attack,Flying,60,1.0,False,,Slow,74
aerodactyl,15.0,bite,Dark,60,1.0,False,,Slow,74
aerodactyl,29.0,ancientpower,Rock,60,1.0,False,,Slow,74
aerodactyl,50.0,hyper beam,Normal,75,0.9,False,65.0,Slow,74
aerodactyl,,fly,Flying,70,0.95,False,23.0,Slow,74
aerodactyl,,headbutt,Normal,70,1.0,False,10.0,Slow,74
aerodactyl,,rock smash,Fighting,20,1.0,False,12.0,Slow,74
aerodactyl,,hidden power,Normal,60,1.0,False,29.0,Slow,74
aerodactyl,,iron tail,Steel,100,0.75,False,20.0,Slow,74
aerodactyl,,dragonbreath,Dragon,60,1.0,False,,Slow,74
aerodactyl,,earthquake,Ground,100,1.0,False,47.0,Slow,74
aerodactyl,,return,Normal,102,1.0,False,12.0,Slow,74
aerodactyl,,fire blast,Fire,120,0.85,False,12.0,Slow,74
aerodactyl,,swift,Normal,60,1.0,False,7.0,Slow,74
aerodactyl,,steel wing,Steel,70,0.9,False,,Slow,74
snorlax,1.0,tackle,Normal,35,0.95,False,,Slow,75
snorlax,29.0,headbutt,Normal,70,1.0,False,10.0,Slow,75
snorlax,43.0,body slam,Normal,85,1.0,False,,Slow,75
snorlax,50.0,rollout,Rock,30,0.9,False,13.0,Slow,75
snorlax,57.0,hyper beam,Normal,75,0.9,False,65.0,Slow,75
snorlax,,surf,Water,95,1.0,False,17.0,Slow,75
snorlax,,strength,Normal,80,1.0,False,,Slow,75
snorlax,,dynamicpunch,Fighting,100,0.5,False,,Slow,75
snorlax,,zap cannon,Electric,100,0.5,False,58.0,Slow,75
snorlax,,rock smash,Fighting,20,1.0,False,12.0,Slow,75
snorlax,,hidden power,Normal,60,1.0,False,29.0,Slow,75
snorlax,,blizzard,Ice,120,0.7,False,12.0,Slow,75
snorlax,,icy wind,Ice,55,0.95,False,27.0,Slow,75
snorlax,,thunder,Electric,120,0.7,False,12.0,Slow,75
snorlax,,earthquake,Ground,100,1.0,False,47.0,Slow,75
snorlax,,return,Normal,102,1.0,False,12.0,Slow,75
snorlax,,psychic,Psychic,90,1.0,False,52.0,Slow,75
snorlax,,shadow ball,Ghost,80,1.0,False,17.0,Slow,75
snorlax,,mud-slap,Ground,20,1.0,False,5.0,Slow,75
snorlax,,ice punch,Ice,75,1.0,False,12.0,Slow,75
snorlax,,fire blast,Fire,120,0.85,False,12.0,Slow,75
snorlax,,thunderpunch,Electric,75,1.0,False,,Slow,75
snorlax,,fire punch,Fire,75,1.0,False,12.0,Slow,75
articuno,1.0,gust,Flying,40,1.0,False,,Slow,76
articuno,1.0,powder snow,Ice,40,1.0,False,,Slow,76
articuno,49.0,ice beam,Ice,95,1.0,False,,Slow,76
articuno,73.0,blizzard,Ice,120,0.7,False,12.0,Slow,76
articuno,,fly,Flying,70,0.95,False,23.0,Slow,76
articuno,,rock smash,Fighting,20,1.0,False,12.0,Slow,76
articuno,,hidden power,Normal,60,1.0,False,29.0,Slow,76
articuno,,hyper beam,Normal,75,0.9,False,65.0,Slow,76
articuno,,icy wind,Ice,55,0.95,False,27.0,Slow,76
articuno,,return,Normal,102,1.0,False,12.0,Slow,76
articuno,,mud-slap,Ground,20,1.0,False,5.0,Slow,76
articuno,,swift,Normal,60,1.0,False,7.0,Slow,76
articuno,,steel wing,Steel,70,0.9,False,,Slow,76
zapdos,1.0,peck,Flying,35,1.0,False,,Slow,77
zapdos,1.0,thundershock,Electric,40,1.0,False,,Slow,77
zapdos,49.0,drill peck,Flying,80,1.0,False,,Slow,77
zapdos,73.0,thunder,Electric,120,0.7,False,12.0,Slow,77
zapdos,,fly,Flying,70,0.95,False,23.0,Slow,77
zapdos,,zap cannon,Electric,100,0.5,False,58.0,Slow,77
zapdos,,rock smash,Fighting,20,1.0,False,12.0,Slow,77
zapdos,,hidden power,Normal,60,1.0,False,29.0,Slow,77
zapdos,,hyper beam,Normal,75,0.9,False,65.0,Slow,77
zapdos,,return,Normal,102,1.0,False,12.0,Slow,77
zapdos,,mud-slap,Ground,20,1.0,False,5.0,Slow,77
zapdos,,swift,Normal,60,1.0,False,7.0,Slow,77
zapdos,,steel wing,Steel,70,0.9,False,,Slow,77
moltres,1.0,ember,Fire,40,1.0,False,,Slow,78
moltres,1.0,wing attack,Flying,60,1.0,False,,Slow,78
moltres,13.0,fire spin,Fire,15,0.7,False,,Slow,78
moltres,49.0,flamethrower,Fire,95,1.0,False,,Slow,78
moltres,,fly,Flying,70,0.95,False,23.0,Slow,78
moltres,,rock smash,Fighting,20,1.0,False,12.0,Slow,78
moltres,,hidden power,Normal,60,1.0,False,29.0,Slow,78
moltres,,hyper beam,Normal,75,0.9,False,65.0,Slow,78
moltres,,return,Normal,102,1.0,False,12.0,Slow,78
moltres,,mud-slap,Ground,20,1.0,False,5.0,Slow,78
moltres,,fire blast,Fire,120,0.85,False,12.0,Slow,78
moltres,,swift,Normal,60,1.0,False,7.0,Slow,78
moltres,,steel wing,Steel,70,0.9,False,,Slow,78
dratini,1.0,wrap,Normal,15,0.85,False,,Slow,79
dratini,15.0,twister,Dragon,40,1.0,False,,Slow,79
dratini,29.0,slam,Normal,80,0.75,False,,Slow,79
dratini,50.0,outrage,Dragon,90,1.0,False,,Slow,79
dratini,57.0,hyper beam,Normal,75,0.9,False,65.0,Slow,79
dratini,,surf,Water,95,1.0,False,17.0,Slow,79
dratini,,waterfall,Water,80,1.0,False,36.0,Slow,79
dratini,,headbutt,Normal,70,1.0,False,10.0,Slow,79
dratini,,zap cannon,Electric,100,0.5,False,58.0,Slow,79
dratini,,hidden power,Normal,60,1.0,False,29.0,Slow,79
dratini,,blizzard,Ice,120,0.7,False,12.0,Slow,79
dratini,,icy wind,Ice,55,0.95,False,27.0,Slow,79
dratini,,iron tail,Steel,100,0.75,False,20.0,Slow,79
dratini,,dragonbreath,Dragon,60,1.0,False,,Slow,79
dratini,,thunder,Electric,120,0.7,False,12.0,Slow,79
dratini,,return,Normal,102,1.0,False,12.0,Slow,79
dratini,,fire blast,Fire,120,0.85,False,12.0,Slow,79
dratini,,swift,Normal,60,1.0,False,7.0,Slow,79
dragonair,1.0,twister,Dragon,40,1.0,False,,Slow,79
dragonair,1.0,wrap,Normal,15,0.85,False,,Slow,79
dragonair,29.0,slam,Normal,80,0.75,False,,Slow,79
dragonair,56.0,outrage,Dragon,90,1.0,False,,Slow,79
dragonair,65.0,hyper beam,Normal,75,0.9,False,65.0,Slow,79
dragonair,,surf,Water,95,1.0,False,17.0,Slow,79
dragonair,,waterfall,Water,80,1.0,False,36.0,Slow,79
dragonair,,headbutt,Normal,70,1.0,False,10.0,Slow,79
dragonair,,zap cannon,Electric,100,0.5,False,58.0,Slow,79
dragonair,,hidden power,Normal,60,1.0,False,29.0,Slow,79
dragonair,,blizzard,Ice,120,0.7,False,12.0,Slow,79
dragonair,,icy wind,Ice,55,0.95,False,27.0,Slow,79
dragonair,,iron tail,Steel,100,0.75,False,20.0,Slow,79
dragonair,,dragonbreath,Dragon,60,1.0,False,,Slow,79
dragonair,,thunder,Electric,120,0.7,False,12.0,Slow,79
dragonair,,return,Normal,102,1.0,False,12.0,Slow,79
dragonair,,fire blast,Fire,120,0.85,False,12.0,Slow,79
dragonair,,swift,Normal,60,1.0,False,7.0,Slow,79
dragonite,1.0,twister,Dragon,40,1.0,False,,Slow,79
dragonite,1.0,wrap,Normal,15,0.85,False,,Slow,79
dragonite,29.0,slam,Normal,80,0.75,False,,Slow,79
dragonite,55.0,wing attack,Flying,60,1.0,False,,Slow,79
dragonite,61.0,outrage,Dragon,90,1.0,False,,Slow,79
dragonite,75.0,hyper beam,Normal,75,0.9,False,65.0,Slow,79
dragonite,,fly,Flying,70,0.95,False,23.0,Slow,79
dragonite,,surf,Water,95,1.0,False,17.0,Slow,79
dragonite,,strength,Normal,80,1.0,False,,Slow,79
dragonite,,whirlpool,Water,15,0.7,False,27.0,Slow,79
dragonite,,waterfall,Water,80,1.0,False,36.0,Slow,79
dragonite,,dynamicpunch,Fighting,100,0.5,False,,Slow,79
dragonite,,headbutt,Normal,70,1.0,False,10.0,Slow,79
dragonite,,zap cannon,Electric,100,0.5,False,58.0,Slow,79
dragonite,,rock smash,Fighting,20,1.0,False,12.0,Slow,79
dragonite,,hidden power,Normal,60,1.0,False,29.0,Slow,79
dragonite,,blizzard,Ice,120,0.7,False,12.0,Slow,79
dragonite,,icy wind,Ice,55,0.95,False,27.0,Slow,79
dragonite,,iron tail,Steel,100,0.75,False,20.0,Slow,79
dragonite,,dragonbreath,Dragon,60,1.0,False,,Slow,79
dragonite,,thunder,Electric,120,0.7,False,12.0,Slow,79
dragonite,,return,Normal,102,1.0,False,12.0,Slow,79
dragonite,,mud-slap,Ground,20,1.0,False,5.0,Slow,79
dragonite,,ice punch,Ice,75,1.0,False,12.0,Slow,79
dragonite,,fire blast,Fire,120,0.85,False,12.0,Slow,79
